(0,559)
(0,55)
(0,65)
(0,87)
(0,186)
(0,224)
(0,345)
(0,356)
(0,425)
(0,514)
(0,586)
(0,637)
(0,643)
(0,703)
(0,5)
(0,59)
(0,114)
(0,242)
(0,340)
(0,351)
(0,435)
(0,459)
(0,502)
(0,689)
(0,877)
(0,902)
(0,990)
(0,52)
(0,58)
(0,165)
(0,188)
(0,230)
(0,305)
(0,449)
(0,560)
(0,823)
(0,866)
(0,338)
(0,640)
(0,651)
(0,222)
(0,496)
(0,73)
(0,283)
(0,380)
(0,390)
(0,404)
(0,443)
(0,538)
(0,656)
(0,864)
(0,921)
(0,945)
(0,160)
(0,302)
(0,415)
(0,803)
(0,217)
(0,329)
(0,554)
(0,639)
(0,706)
(0,112)
(0,144)
(0,417)
(0,682)
(0,330)
(0,88)
(0,407)
(0,582)
(0,907)
(0,989)
(0,76)
(0,117)
(0,128)
(0,249)
(0,253)
(0,261)
(0,269)
(0,453)
(0,612)
(0,751)
(0,767)
(0,964)
(0,6)
(0,42)
(0,268)
(0,434)
(0,578)
(0,251)
(0,509)
(0,645)
(0,704)
(0,709)
(0,2)
(0,294)
(0,932)
(0,38)
(0,227)
(0,463)
(0,577)
(0,777)
(0,781)
(0,844)
(0,882)
(0,119)
(0,413)
(0,467)
(0,24)
(0,159)
(0,252)
(0,387)
(0,389)
(0,395)
(0,462)
(0,526)
(0,623)
(0,946)
(0,177)
(0,290)
(0,491)
(0,666)
(0,813)
(0,822)
(0,524)
(0,470)
(0,943)
(0,961)
(0,668)
(0,958)
(0,178)
(0,202)
(0,335)
(0,34)
(0,221)
(0,914)
(0,344)
(0,734)
(0,495)
(0,808)
(0,46)
(0,71)
(0,105)
(0,203)
(0,228)
(0,816)
(0,334)
(0,487)
(0,839)
(0,920)
(0,926)
(0,957)
(0,758)
(0,124)
(0,441)
(0,566)
(0,664)
(0,743)
(0,744)
(0,385)
(0,712)
(0,70)
(0,197)
(0,583)
(0,648)
(0,881)
(0,292)
(0,431)
(0,670)
(0,911)
(0,999)
(0,219)
(0,45)
(0,103)
(0,627)
(0,342)
(0,546)
(0,680)
(0,475)
(0,617)
(0,714)
(0,756)
(0,799)
(0,962)
(0,211)
(0,619)
(0,737)
(0,130)
(0,807)
(0,939)
(0,747)
(0,57)
(0,254)
(0,456)
(0,549)
(0,925)
(0,3)
(0,289)
(0,299)
(0,705)
(0,858)
(0,900)
(0,256)
(0,788)
(0,35)
(0,379)
(0,708)
(0,44)
(0,561)
(0,874)
(0,399)
(0,748)
(0,941)
(0,97)
(0,150)
(0,167)
(0,762)
(0,935)
(0,257)
(0,482)
(0,923)
(0,18)
(0,285)
(0,466)
(0,282)
(0,711)
(0,312)
(0,669)
(0,757)
(0,696)
(0,15)
(0,126)
(0,410)
(0,480)
(0,569)
(0,725)
(0,768)
(0,155)
(0,182)
(0,622)
(0,707)
(0,949)
(0,104)
(0,419)
(0,499)
(0,956)
(0,337)
(0,861)
(0,644)
(0,162)
(0,598)
(0,629)
(0,409)
(0,933)
(0,899)
(0,604)
(0,628)
(0,782)
(0,141)
(0,244)
(0,438)
(0,488)
(0,339)
(0,111)
(0,208)
(0,676)
(0,295)
(0,133)
(0,229)
(0,237)
(0,319)
(0,547)
(0,568)
(0,100)
(0,551)
(0,765)
(0,23)
(0,903)
(0,17)
(0,239)
(0,827)
(0,840)
(0,889)
(0,29)
(0,636)
(0,887)
(0,423)
(0,21)
(0,408)
(0,373)
(0,420)
(0,641)
(0,247)
(0,284)
(0,307)
(0,685)
(0,797)
(0,928)
(0,226)
(0,884)
(0,26)
(0,753)
(0,590)
(0,913)
(0,99)
(0,137)
(0,403)
(0,595)
(0,300)
(0,833)
(0,727)
(0,618)
(0,904)
(0,382)
(0,959)
(0,451)
(0,20)
(0,50)
(0,92)
(0,381)
(0,77)
(0,516)
(0,634)
(0,296)
(0,828)
(0,245)
(0,437)
(0,347)
(0,357)
(0,429)
(0,698)
(0,796)
(0,856)
(0,212)
(0,255)
(0,760)
(0,710)
(0,750)
(0,184)
(0,412)
(0,465)
(0,772)
(0,915)
(0,736)
(0,267)
(0,605)
(0,624)
(0,898)
(0,610)
(0,769)
(0,366)
(0,400)
(0,684)
(0,794)
(0,367)
(0,655)
(0,895)
(0,448)
(0,545)
(0,922)
(0,973)
(0,180)
(0,450)
(0,265)
(0,688)
(0,993)
(0,8)
(0,152)
(0,422)
(0,433)
(0,573)
(0,672)
(0,859)
(0,870)
(0,530)
(0,121)
(0,309)
(0,163)
(0,440)
(0,558)
(0,654)
(0,687)
(0,326)
(0,479)
(0,472)
(0,477)
(0,652)
(0,350)
(0,592)
(0,195)
(0,325)
(0,533)
(0,571)
(0,183)
(0,218)
(0,493)
(0,784)
(0,7)
(0,74)
(0,873)
(0,579)
(0,983)
(0,81)
(0,642)
(0,733)
(0,779)
(0,843)
(0,997)
(0,732)
(0,536)
(0,613)
(0,778)
(0,818)
(0,153)
(0,358)
(0,391)
(0,264)
(0,731)
(0,36)
(0,136)
(0,246)
(0,572)
(0,893)
(0,729)
(0,214)
(0,12)
(0,306)
(0,805)
(0,850)
(0,158)
(0,370)
(0,894)
(0,298)
(0,792)
(0,328)
(0,892)
(0,930)
(0,262)
(0,288)
(0,508)
(0,510)
(0,817)
(0,49)
(0,28)
(0,984)
(0,69)
(0,591)
(0,91)
(0,322)
(0,13)
(0,484)
(0,906)
(0,936)
(0,532)
(0,353)
(0,934)
(0,540)
(0,841)
(0,503)
(0,580)
(0,815)
(0,236)
(0,134)
(0,452)
(0,232)
(0,169)
(0,616)
(0,635)
(0,739)
(0,909)
(0,601)
(0,259)
(0,701)
(0,231)
(0,663)
(0,275)
(0,553)
(0,693)
(0,238)
(0,392)
(0,444)
(0,148)
(0,786)
(0,314)
(0,483)
(0,745)
(0,145)
(0,471)
(0,476)
(0,198)
(0,791)
(0,806)
(0,16)
(0,333)
(0,446)
(0,531)
(0,826)
(0,974)
(0,131)
(0,854)
(1,785)
(1,14)
(1,33)
(1,47)
(1,62)
(1,66)
(1,78)
(1,94)
(1,96)
(1,110)
(1,116)
(1,123)
(1,125)
(1,135)
(1,142)
(1,149)
(1,174)
(1,176)
(1,181)
(1,193)
(1,223)
(1,263)
(1,293)
(1,301)
(1,376)
(1,394)
(1,405)
(1,406)
(1,445)
(1,461)
(1,474)
(1,481)
(1,506)
(1,518)
(1,528)
(1,564)
(1,600)
(1,607)
(1,632)
(1,650)
(1,653)
(1,665)
(1,697)
(1,717)
(1,722)
(1,723)
(1,726)
(1,763)
(1,783)
(1,793)
(1,801)
(1,802)
(1,814)
(1,820)
(1,845)
(1,862)
(1,865)
(1,875)
(1,886)
(1,910)
(1,952)
(1,954)
(1,982)
(1,987)
(1,166)
(1,30)
(1,64)
(1,108)
(1,118)
(1,140)
(1,240)
(1,361)
(1,397)
(1,418)
(1,489)
(1,490)
(1,529)
(1,535)
(1,603)
(1,633)
(1,694)
(1,719)
(1,835)
(1,896)
(1,931)
(1,944)
(1,963)
(1,991)
(1,154)
(1,303)
(1,318)
(1,324)
(1,336)
(1,364)
(1,398)
(1,589)
(1,599)
(1,649)
(1,834)
(1,848)
(1,860)
(1,869)
(1,970)
(1,278)
(1,297)
(1,375)
(1,543)
(1,660)
(1,486)
(1,671)
(1,838)
(1,919)
(1,950)
(1,51)
(1,279)
(1,916)
(1,929)
(1,10)
(1,53)
(1,93)
(1,95)
(1,280)
(1,343)
(1,354)
(1,383)
(1,426)
(1,428)
(1,501)
(1,515)
(1,521)
(1,563)
(1,567)
(1,587)
(1,609)
(1,715)
(1,730)
(1,837)
(1,863)
(1,891)
(1,464)
(1,107)
(1,171)
(1,235)
(1,468)
(1,678)
(1,789)
(1,965)
(1,976)
(1,132)
(1,675)
(1,552)
(1,156)
(1,500)
(1,924)
(1,109)
(1,115)
(1,194)
(1,315)
(1,363)
(1,879)
(1,927)
(1,120)
(1,215)
(1,798)
(1,196)
(1,588)
(1,917)
(1,63)
(1,67)
(1,75)
(1,85)
(1,248)
(1,313)
(1,374)
(1,384)
(1,411)
(1,517)
(1,620)
(1,683)
(1,713)
(1,720)
(1,795)
(1,885)
(1,942)
(1,969)
(1,79)
(1,106)
(1,161)
(1,201)
(1,243)
(1,369)
(1,674)
(1,746)
(1,809)
(1,89)
(1,27)
(1,56)
(1,101)
(1,129)
(1,204)
(1,396)
(1,766)
(1,780)
(1,868)
(1,985)
(1,986)
(1,562)
(1,897)
(1,192)
(1,658)
(1,918)
(1,90)
(1,537)
(1,754)
(1,824)
(1,938)
(1,951)
(1,511)
(1,908)
(1,349)
(1,432)
(1,686)
(1,527)
(1,37)
(1,274)
(1,341)
(1,368)
(1,416)
(1,457)
(1,492)
(1,608)
(1,695)
(1,764)
(1,800)
(1,810)
(1,966)
(1,968)
(1,975)
(1,157)
(1,304)
(1,321)
(1,331)
(1,534)
(1,679)
(1,872)
(1,427)
(1,505)
(1,519)
(1,871)
(1,513)
(1,681)
(1,127)
(1,173)
(1,209)
(1,360)
(1,581)
(1,647)
(1,0)
(1,277)
(1,168)
(1,220)
(1,273)
(1,565)
(1,82)
(1,271)
(1,352)
(1,770)
(1,773)
(1,912)
(1,241)
(1,388)
(1,402)
(1,498)
(1,611)
(1,43)
(1,189)
(1,677)
(1,832)
(1,32)
(1,372)
(1,421)
(1,979)
(1,175)
(1,281)
(1,143)
(1,497)
(1,320)
(1,191)
(1,206)
(1,855)
(1,996)
(1,359)
(1,234)
(1,346)
(1,139)
(1,172)
(1,199)
(1,332)
(1,355)
(1,460)
(1,520)
(1,555)
(1,638)
(1,662)
(1,692)
(1,829)
(1,978)
(1,980)
(1,84)
(1,699)
(1,1)
(1,272)
(1,291)
(1,606)
(1,661)
(1,771)
(1,878)
(1,41)
(1,151)
(1,548)
(1,690)
(1,721)
(1,937)
(1,953)
(1,988)
(1,9)
(1,691)
(1,849)
(1,68)
(1,113)
(1,308)
(1,436)
(1,667)
(1,19)
(1,362)
(1,365)
(1,430)
(1,615)
(1,625)
(1,630)
(1,594)
